6.29	80	3.37	17.8	6.6115	4	6.6115	0.03584	0.398	16.1	396.9	4.67	23.5				
5.787	80	3.37	31.1	6.6115	4	6.6115	0.04379	0.398	16.1	396.9	10.24	19.4				
5.878	12.5	6.07	21.4	6.498	4	6.498	0.05789	0.409	18.9	396.21	8.1	22				
5.594	12.5	6.07	36.8	6.498	4	6.498	0.13554	0.409	18.9	396.9	13.09	17.4				
5.885	12.5	6.07	33	6.498	4	6.498	0.12816	0.409	18.9	396.9	8.79	20.9				
6.417	0	10.81	6.6	5.2873	4	5.2873	0.08826	0.413	19.2	383.73	6.72	24.2				
5.961	0	10.81	17.5	5.2873	4	5.2873	0.15876	0.413	19.2	376.94	9.88	21.7				
6.065	0	10.81	7.8	5.2873	4	5.2873	0.09164	0.413	19.2	390.91	5.52	22.8				
6.245	0	10.81	6.2	5.2873	4	5.2873	0.19539	0.413	19.2	377.17	7.54	23.4				
6.273	0	12.83	6	4.2515	5	4.2515	0.07896	0.437	18.7	394.92	6.78	24.1				
6.286	0	12.83	45	4.5026	5	4.5026	0.09512	0.437	18.7	383.23	8.94	21.4				
6.279	0	12.83	74.5	4.0522	5	4.0522	0.10153	0.437	18.7	373.66	11.97	20				
6.14	0	12.83	45.8	4.0905	5	4.0905	0.08707	0.437	18.7	386.96	10.27	20.8				
6.232	0	12.83	53.7	5.0141	5	5.0141	0.05646	0.437	18.7	386.4	12.34	21.2				
5.874	0	12.83	36.6	4.5026	5	4.5026	0.08387	0.437	18.7	396.06	9.1	20.3				
6.727	25	4.86	33.5	5.4007	4	5.4007	0.04113	0.426	19	396.9	5.29	28				
6.619	25	4.86	70.4	5.4007	4	5.4007	0.04462	0.426	19	395.63	7.22	23.9				
6.302	25	4.86	32.2	5.4007	4	5.4007	0.03659	0.426	19	396.9	6.72	24.8				
6.167	25	4.86	46.7	5.4007	4	5.4007	0.03551	0.426	19	390.64	7.51	22.9				
6.389	0	4.49	48	4.7794	3	4.7794	0.05059	0.449	18.5	396.9	9.62	23.9				
6.63	0	4.49	56.1	4.4377	3	4.4377	0.05735	0.449	18.5	392.3	6.53	26.6				
6.015	0	4.49	45.1	4.4272	3	4.4272	0.05188	0.449	18.5	395.99	12.86	22.5				
6.121	0	4.49	56.8	3.7476	3	3.7476	0.07151	0.449	18.5	395.15	8.44	22.2				
7.007	0	3.41	86.3	3.4217	2	3.4217	0.0566	0.489	17.8	396.9	5.5	23.6				
7.079	0	3.41	63.1	3.4145	2	3.4145	0.05302	0.489	17.8	396.06	5.7	28.7				
6.417	0	3.41	66.1	3.0923	2	3.0923	0.04684	0.489	17.8	392.18	8.81	22.6				
6.405	0	3.41	73.9	3.0921	2	3.0921	0.03932	0.489	17.8	393.55	8.2	22				
6.442	28	15.04	53.6	3.6659	4	3.6659	0.04203	0.464	18.2	395.01	8.16	22.9				
6.211	28	15.04	28.9	3.6659	4	3.6659	0.02875	0.464	18.2	396.33	6.21	25				
6.249	28	15.04	77.3	3.615	4	3.615	0.04294	0.464	18.2	396.9	10.59	20.6				
6.625	0	2.89	57.8	3.4952	2	3.4952	0.12204	0.445	18	357.98	6.65	28.4				
6.163	0	2.89	69.6	3.4952	2	3.4952	0.11504	0.445	18	391.83	11.34	21.4				
8.069	0	2.89	76	3.4952	2	3.4952	0.12083	0.445	18	396.9	4.21	38.7				
7.82	0	2.89	36.9	3.4952	2	3.4952	0.08187	0.445	18	393.53	3.57	43.8				
7.416	0	2.89	62.5	3.4952	2	3.4952	0.0686	0.445	18	396.9	6.19	33.2				
6.727	0	8.56	79.9	2.7778	5	2.7778	0.14866	0.52	20.9	394.76	9.42	27.5				
6.781	0	8.56	71.3	2.8561	5	2.8561	0.11432	0.52	20.9	395.58	7.67	26.5				
6.405	0	8.56	85.4	2.7147	5	2.7147	0.22876	0.52	20.9	70.8	10.63	18.6				
6.137	0	8.56	87.4	2.7147	5	2.7147	0.21161	0.52	20.9	394.47	13.44	19.3				
6.167	0	8.56	90	2.421	5	2.421	0.1396	0.52	20.9	392.69	12.33	20.1				
5.851	0	8.56	96.7	2.1069	5	2.1069	0.13262	0.52	20.9	394.05	16.47	19.5				
5.836	0	8.56	91.9	2.211	5	2.211	0.1712	0.52	20.9	395.67	18.66	19.5				
6.127	0	8.56	85.2	2.1224	5	2.1224	0.13117	0.52	20.9	387.69	14.09	20.4				
6.474	0	8.56	97.1	2.4329	5	2.4329	0.12802	0.52	20.9	395.24	12.27	19.8				
6.229	0	8.56	91.2	2.5451	5	2.5451	0.26363	0.52	20.9	391.23	15.55	19.4				
6.195	0	8.56	54.4	2.7778	5	2.7778	0.10793	0.52	20.9	393.49	13	21.7				
6.715	0	10.01	81.6	2.6775	6	2.6775	0.10084	0.547	17.8	395.59	10.16	22.8				
5.913	0	10.01	92.9	2.3534	6	2.3534	0.12329	0.547	17.8	394.95	16.21	18.8				
6.092	0	10.01	95.4	2.548	6	2.548	0.22212	0.547	17.8	396.9	17.09	18.7				
6.254	0	10.01	84.2	2.2565	6	2.2565	0.14231	0.547	17.8	388.74	10.45	18.5				
5.928	0	10.01	88.2	2.4631	6	2.4631	0.17134	0.547	17.8	344.91	15.76	18.3				
6.176	0	10.01	72.5	2.7301	6	2.7301	0.13158	0.547	17.8	393.3	12.04	21.2				
6.021	0	10.01	82.6	2.7474	6	2.7474	0.15098	0.547	17.8	394.51	10.3	19.2				
5.872	0	10.01	73.1	2.4775	6	2.4775	0.13058	0.547	17.8	338.63	15.37	20.4				
5.731	0	10.01	65.2	2.7592	6	2.7592	0.14476	0.547	17.8	391.5	13.61	19.3				
5.87	0	25.65	69.7	2.2577	2	2.2577	0.06899	0.581	19.1	389.15	14.37	22				
6.004	0	25.65	84.1	2.1974	2	2.1974	0.07165	0.581	19.1	377.67	14.27	20.3				
5.961	0	25.65	92.9	2.0869	2	2.0869	0.09299	0.581	19.1	378.09	17.93	20.5				
5.856	0	25.65	97	1.9444	2	1.9444	0.15038	0.581	19.1	370.31	25.41	17.3				
5.879	0	25.65	95.8	2.0063	2	2.0063	0.09849	0.581	19.1	379.38	17.58	18.8				
5.986	0	25.65	88.4	1.9929	2	1.9929	0.16902	0.581	19.1	385.02	14.81	21.4				
5.613	0	25.65	95.6	1.7572	2	1.7572	0.38735	0.581	19.1	359.29	27.26	15.7				
5.693	0	21.89	96	1.7883	4	1.7883	0.25915	0.624	21.2	392.11	17.19	16.2				
6.431	0	21.89	98.8	1.8125	4	1.8125	0.32543	0.624	21.2	396.9	15.39	18				
5.637	0	21.89	94.7	1.9799	4	1.9799	0.88125	0.624	21.2	396.9	18.34	14.3				
6.458	0	21.89	98.9	2.1185	4	2.1185	0.34006	0.624	21.2	395.04	12.6	19.2				
6.326	0	21.89	97.7	2.271	4	2.271	1.19294	0.624	21.2	396.9	12.26	19.6				
6.372	0	21.89	97.9	2.3274	4	2.3274	0.59005	0.624	21.2	385.76	11.12	23				
5.822	0	21.89	95.4	2.4699	4	2.4699	0.32982	0.624	21.2	388.69	15.03	18.4				
5.757	0	21.89	98.4	2.346	4	2.346	0.97617	0.624	21.2	262.76	17.31	15.6				
6.335	0	21.89	98.2	2.1107	4	2.1107	0.55778	0.624	21.2	394.67	16.96	18.1				
5.942	0	21.89	93.5	1.9669	4	1.9669	0.32264	0.624	21.2	378.25	16.9	17.4				
6.454	0	21.89	98.4	1.8498	4	1.8498	0.35233	0.624	21.2	394.08	14.59	17.1				
5.857	0	21.89	98.2	1.6686	4	1.6686	0.2498	0.624	21.2	392.04	21.32	13.3				
6.151	0	21.89	97.9	1.6687	4	1.6687	0.54452	0.624	21.2	396.9	18.46	17.8				
6.174	0	21.89	93.6	1.6119	4	1.6119	0.2909	0.624	21.2	388.08	24.16	14				
5.019	0	21.89	100	1.4394	4	1.4394	1.62864	0.624	21.2	396.9	34.41	14.4				
5.403	0	19.58	100	1.3216	5	1.3216	3.32105	0.871	14.7	396.9	26.82	13.4				
5.468	0	19.58	100	1.4118	5	1.4118	4.0974	0.871	14.7	396.9	26.42	15.6				
4.903	0	19.58	97.8	1.3459	5	1.3459	2.77974	0.871	14.7	396.9	29.29	11.8				
6.13	0	19.58	100	1.4191	5	1.4191	2.37934	0.871	14.7	172.91	27.8	13.8				
5.628	0	19.58	100	1.5166	5	1.5166	2.15505	0.871	14.7	169.27	16.65	15.6				
4.926	0	19.58	95.7	1.4608	5	1.4608	2.36862	0.871	14.7	391.71	29.53	14.6				
5.186	0	19.58	93.8	1.5296	5	1.5296	2.33099	0.871	14.7	356.99	28.32	17.8				
5.597	0	19.58	94.9	1.5257	5	1.5257	2.73397	0.871	14.7	351.85	21.45	15.4				
6.122	0	19.58	97.3	1.618	5	1.618	1.6566	0.871	14.7	372.8	14.1	21.5				
5.404	0	19.58	100	1.5916	5	1.5916	1.49632	0.871	14.7	341.6	13.28	19.6				
5.012	0	19.58	88	1.6102	5	1.6102	1.12658	0.871	14.7	343.28	12.12	15.3				
5.709	0	19.58	98.5	1.6232	5	1.6232	2.14918	0.871	14.7	261.95	15.79	19.4				
6.129	0	19.58	96	1.7494	5	1.7494	1.41385	0.871	14.7	321.02	15.12	17				
6.152	0	19.58	82.6	1.7455	5	1.7455	3.53501	0.871	14.7	88.01	15.02	15.6				
5.272	0	19.58	94	1.7364	5	1.7364	2.44668	0.871	14.7	88.63	16.14	13.1				
6.943	0	19.58	97.4	1.8773	5	1.8773	1.22358	0.605	14.7	363.43	4.59	41.3				
6.066	0	19.58	100	1.7573	5	1.7573	1.34284	0.605	14.7	353.89	6.43	24.3				
6.51	0	19.58	100	1.7659	5	1.7659	1.42502	0.871	14.7	364.31	7.39	23.3				
6.25	0	19.58	92.6	1.7984	5	1.7984	1.27346	0.605	14.7	338.92	5.5	27				
7.489	0	19.58	90.8	1.9709	5	1.9709	1.46336	0.605	14.7	374.43	1.73	50				
7.802	0	19.58	98.2	2.0407	5	2.0407	1.83377	0.605	14.7	389.61	1.92	50				
8.375	0	19.58	93.9	2.162	5	2.162	1.51902	0.605	14.7	388.45	3.32	50				
5.854	0	19.58	91.8	2.422	5	2.422	2.24236	0.605	14.7	395.11	11.64	22.7				
6.101	0	19.58	93	2.2834	5	2.2834	2.924	0.605	14.7	240.16	9.81	25				
7.929	0	19.58	96.2	2.0459	5	2.0459	2.01019	0.605	14.7	369.3	3.7	50				
5.877	0	19.58	79.2	2.4259	5	2.4259	1.80028	0.605	14.7	227.61	12.14	23.8				
6.319	0	19.58	96.1	2.1	5	2.1	2.3004	0.605	14.7	297.09	11.1	23.8				
6.402	0	19.58	95.2	2.2625	5	2.2625	2.44953	0.605	14.7	330.04	11.32	22.3				
5.875	0	19.58	94.6	2.4259	5	2.4259	1.20742	0.605	14.7	292.29	14.43	17.4				
5.88	0	19.58	97.3	2.3887	5	2.3887	2.3139	0.605	14.7	348.13	12.03	19.1				
5.572	0	4.05	88.5	2.5961	5	2.5961	0.13914	0.51	16.6	396.9	14.69	23.1				
6.416	0	4.05	84.1	2.6463	5	2.6463	0.09178	0.51	16.6	395.5	9.04	23.6				
5.859	0	4.05	68.7	2.7019	5	2.7019	0.08447	0.51	16.6	393.23	9.64	22.6				
6.546	0	4.05	33.1	3.1323	5	3.1323	0.06664	0.51	16.6	390.96	5.33	29.4				
6.02	0	4.05	47.2	3.5549	5	3.5549	0.07022	0.51	16.6	393.23	10.11	23.2				
6.315	0	4.05	73.4	3.3175	5	3.3175	0.05425	0.51	16.6	395.6	6.29	24.6				
6.86	0	4.05	74.4	2.9153	5	2.9153	0.06642	0.51	16.6	391.27	6.92	29.9				
6.98	0	2.46	58.4	2.829	3	2.829	0.0578	0.488	17.8	396.9	5.04	37.2				
7.765	0	2.46	83.3	2.741	3	2.741	0.06588	0.488	17.8	395.56	7.56	39.8				
6.144	0	2.46	62.2	2.5979	3	2.5979	0.06888	0.488	17.8	396.9	9.45	36.2				
7.155	0	2.46	92.2	2.7006	3	2.7006	0.09103	0.488	17.8	394.12	4.82	37.9				
6.563	0	2.46	95.6	2.847	3	2.847	0.10008	0.488	17.8	396.9	5.68	32.5				
5.604	0	2.46	89.8	2.9879	3	2.9879	0.08308	0.488	17.8	391	13.98	26.4				
6.153	0	2.46	68.8	3.2797	3	3.2797	0.06047	0.488	17.8	387.11	13.15	29.6				
7.831	0	2.46	53.6	3.1992	3	3.1992	0.05602	0.488	17.8	392.63	4.45	50				
6.782	45	3.44	41.1	3.7886	5	3.7886	0.07875	0.437	15.2	393.87	6.68	32				
6.556	45	3.44	29.1	4.5667	5	4.5667	0.12579	0.437	15.2	382.84	4.56	29.8				
7.185	45	3.44	38.9	4.5667	5	4.5667	0.0837	0.437	15.2	396.9	5.39	34.9				
6.951	45	3.44	21.5	6.4798	5	6.4798	0.09068	0.437	15.2	377.68	5.1	37				
6.739	45	3.44	30.8	6.4798	5	6.4798	0.06911	0.437	15.2	389.71	4.69	30.5				
7.178	45	3.44	26.3	6.4798	5	6.4798	0.08664	0.437	15.2	390.49	2.87	36.4				
6.8	60	2.93	9.9	6.2196	1	6.2196	0.02187	0.401	15.6	393.37	5.03	31.1				
6.604	60	2.93	18.8	6.2196	1	6.2196	0.01439	0.401	15.6	376.7	4.38	29.1				
7.875	80	0.46	32	5.6484	4	5.6484	0.01381	0.422	14.4	394.23	2.97	50				
7.287	80	1.52	34.1	7.309	2	7.309	0.04011	0.404	12.6	396.9	4.08	33.3				
7.107	80	1.52	36.6	7.309	2	7.309	0.04666	0.404	12.6	354.31	8.61	30.3				
7.274	80	1.52	38.3	7.309	2	7.309	0.03768	0.404	12.6	392.2	6.62	34.6				
6.975	95	1.47	15.3	7.6534	3	7.6534	0.0315	0.403	17	396.9	4.56	34.9				
7.135	95	1.47	13.9	7.6534	3	7.6534	0.01778	0.403	17	384.3	4.45	32.9				
6.162	82.5	2.03	38.4	6.27	2	6.27	0.03445	0.415	14.7	393.77	7.43	24.1				
7.61	82.5	2.03	15.7	6.27	2	6.27	0.02177	0.415	14.7	395.38	3.11	42.3				
7.853	95	2.68	33.2	5.118	4	5.118	0.0351	0.4161	14.7	392.78	3.81	48.5				
8.034	95	2.68	31.9	5.118	4	5.118	0.02009	0.4161	14.7	390.55	2.88	50				
5.891	0	10.59	22.3	3.9454	4	3.9454	0.13642	0.489	18.6	396.9	10.87	22.6				
6.326	0	10.59	52.5	4.3549	4	4.3549	0.22969	0.489	18.6	394.87	10.97	24.4				
5.783	0	10.59	72.7	4.3549	4	4.3549	0.25199	0.489	18.6	389.43	18.06	22.5				
6.064	0	10.59	59.1	4.2392	4	4.2392	0.13587	0.489	18.6	381.32	14.66	24.4				
5.344	0	10.59	100	3.875	4	3.875	0.43571	0.489	18.6	396.9	23.09	20				
5.96	0	10.59	92.1	3.8771	4	3.8771	0.17446	0.489	18.6	393.25	17.27	21.7				
5.404	0	10.59	88.6	3.665	4	3.665	0.37578	0.489	18.6	395.24	23.98	19.3				
5.807	0	10.59	53.8	3.6526	4	3.6526	0.21719	0.489	18.6	390.94	16.03	22.4				
6.375	0	10.59	32.3	3.9454	4	3.9454	0.14052	0.489	18.6	385.81	9.38	28.1				
5.412	0	10.59	9.8	3.5875	4	3.5875	0.28955	0.489	18.6	348.93	29.55	23.7				
6.182	0	10.59	42.4	3.9454	4	3.9454	0.19802	0.489	18.6	393.63	9.47	25				
5.888	0	13.89	56	3.1121	5	3.1121	0.0456	0.55	16.4	392.8	13.51	23.3				
6.642	0	13.89	85.1	3.4211	5	3.4211	0.07013	0.55	16.4	392.78	9.69	28.7				
5.951	0	13.89	93.8	2.8893	5	2.8893	0.11069	0.55	16.4	396.9	17.92	21.5				
6.373	0	13.89	92.4	3.3633	5	3.3633	0.11425	0.55	16.4	393.74	10.5	23				
6.951	0	6.2	88.5	2.8617	8	2.8617	0.35809	0.507	17.4	391.7	9.71	26.7				
6.164	0	6.2	91.3	3.048	8	3.048	0.40771	0.507	17.4	395.24	21.46	21.7				
6.879	0	6.2	77.7	3.2721	8	3.2721	0.62356	0.507	17.4	390.39	9.93	27.5				
6.618	0	6.2	80.8	3.2721	8	3.2721	0.6147	0.507	17.4	396.9	7.6	30.1				
8.266	0	6.2	78.3	2.8944	8	2.8944	0.31533	0.504	17.4	385.05	4.14	44.8				
8.725	0	6.2	83	2.8944	8	2.8944	0.52693	0.504	17.4	382	4.63	50				
8.04	0	6.2	86.5	3.2157	8	3.2157	0.38214	0.504	17.4	387.38	3.13	37.6				
7.163	0	6.2	79.9	3.2157	8	3.2157	0.41238	0.504	17.4	372.08	6.36	31.6				
7.686	0	6.2	17	3.3751	8	3.3751	0.29819	0.504	17.4	377.51	3.92	46.7				
6.552	0	6.2	21.4	3.3751	8	3.3751	0.44178	0.504	17.4	380.34	3.76	31.5				
5.981	0	6.2	68.1	3.6715	8	3.6715	0.537	0.504	17.4	378.35	11.65	24.3				
7.412	0	6.2	76.9	3.6715	8	3.6715	0.46296	0.504	17.4	376.14	5.25	31.7				
8.337	0	6.2	73.3	3.8384	8	3.8384	0.57529	0.507	17.4	385.91	2.47	41.7				
8.247	0	6.2	70.4	3.6519	8	3.6519	0.33147	0.507	17.4	378.95	3.95	48.3				
6.726	0	6.2	66.5	3.6519	8	3.6519	0.44791	0.507	17.4	360.2	8.05	29				
6.086	0	6.2	61.5	3.6519	8	3.6519	0.33045	0.507	17.4	376.75	10.88	24				
6.631	0	6.2	76.5	4.148	8	4.148	0.52058	0.507	17.4	388.45	9.54	25.1				
7.358	0	6.2	71.6	4.148	8	4.148	0.51183	0.507	17.4	390.07	4.73	31.5				
6.481	30	4.93	18.5	6.1899	6	6.1899	0.08244	0.428	16.6	379.41	6.36	23.7				
6.606	30	4.93	42.2	6.1899	6	6.1899	0.09252	0.428	16.6	383.78	7.37	23.3				
6.897	30	4.93	54.3	6.3361	6	6.3361	0.11329	0.428	16.6	391.25	11.38	22				
6.095	30	4.93	65.1	6.3361	6	6.3361	0.10612	0.428	16.6	394.62	12.4	20.1				
6.358	30	4.93	52.9	7.0355	6	7.0355	0.1029	0.428	16.6	372.75	11.22	22.2				
6.393	30	4.93	7.8	7.0355	6	7.0355	0.12757	0.428	16.6	374.71	5.19	23.7				
5.593	22	5.86	76.5	7.9549	7	7.9549	0.20608	0.431	19.1	372.49	12.5	17.6				
5.605	22	5.86	70.2	7.9549	7	7.9549	0.19133	0.431	19.1	389.13	18.46	18.5				
6.108	22	5.86	34.9	8.0555	7	8.0555	0.33983	0.431	19.1	390.18	9.16	24.3				
6.226	22	5.86	79.2	8.0555	7	8.0555	0.19657	0.431	19.1	376.14	10.15	20.5				
6.433	22	5.86	49.1	7.8265	7	7.8265	0.16439	0.431	19.1	374.71	9.52	24.5				
6.718	22	5.86	17.5	7.8265	7	7.8265	0.19073	0.431	19.1	393.74	6.56	26.2				
6.487	22	5.86	13	7.3967	7	7.3967	0.1403	0.431	19.1	396.28	5.9	24.4				
6.438	22	5.86	8.9	7.3967	7	7.3967	0.21409	0.431	19.1	377.07	3.59	24.8				
6.957	22	5.86	6.8	8.9067	7	8.9067	0.08221	0.431	19.1	386.09	3.53	29.6				
8.259	22	5.86	8.4	8.9067	7	8.9067	0.36894	0.431	19.1	396.9	3.54	42.8				
6.108	80	3.64	32	9.2203	1	9.2203	0.04819	0.392	16.4	392.89	6.57	21.9				
5.876	80	3.64	19.1	9.2203	1	9.2203	0.03548	0.392	16.4	395.18	9.25	20.9				
7.454	90	3.75	34.2	6.3361	3	6.3361	0.01538	0.394	15.9	386.34	3.11	44				
8.704	20	3.97	86.9	1.801	5	1.801	0.61154	0.647	13	389.7	5.12	50				
7.333	20	3.97	100	1.8946	5	1.8946	0.66351	0.647	13	383.29	7.79	36				
6.842	20	3.97	100	2.0107	5	2.0107	0.65665	0.647	13	391.93	6.9	30.1				
7.203	20	3.97	81.8	2.1121	5	2.1121	0.54011	0.647	13	392.8	9.59	33.8				
7.52	20	3.97	89.4	2.1398	5	2.1398	0.53412	0.647	13	388.37	7.26	43.1				
8.398	20	3.97	91.5	2.2885	5	2.2885	0.52014	0.647	13	386.86	5.91	48.8				
7.327	20	3.97	94.5	2.0788	5	2.0788	0.82526	0.647	13	393.42	11.25	31				
7.206	20	3.97	91.6	1.9301	5	1.9301	0.55007	0.647	13	387.89	8.1	36.5				
5.56	20	3.97	62.8	1.9865	5	1.9865	0.76162	0.647	13	392.4	10.45	22.8				
7.014	20	3.97	84.6	2.1329	5	2.1329	0.7857	0.647	13	384.07	14.79	30.7				
8.297	20	3.97	67	2.4216	5	2.4216	0.57834	0.575	13	384.54	7.44	50				
7.47	20	3.97	52.6	2.872	5	2.872	0.5405	0.575	13	390.3	3.16	43.5				
5.92	20	6.96	61.5	3.9175	3	3.9175	0.09065	0.464	18.6	391.34	13.65	20.7				
5.856	20	6.96	42.1	4.429	3	4.429	0.29916	0.464	18.6	388.65	13	21.1				
6.24	20	6.96	16.3	4.429	3	4.429	0.16211	0.464	18.6	396.9	6.59	25.2				
6.538	20	6.96	58.7	3.9175	3	3.9175	0.1146	0.464	18.6	394.96	7.73	24.4				
7.691	20	6.96	51.8	4.3665	3	4.3665	0.22188	0.464	18.6	390.77	6.58	35.2				
6.758	40	6.41	32.9	4.0776	4	4.0776	0.05644	0.447	17.6	396.9	3.53	32.4				
